Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id #nam,9375915955390740,2020-08-31 19:13 +0000,364,8,0.021978022,0,1,1,3,0,0,3,0,0,0,0,0,0,0,0
nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida #quisque,731419908828901,2020-08-31 17:49 +0000,989,20,0.020222447,0,0,9,3,0,0,8,0,0,0,0,0,0,0,0
interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst #aliquam,3811835914873880,2020-08-31 16:24 +0000,733,65,0.088676671,1,0,1,0,0,0,5,0,0,0,0,0,0,58,58
congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor #nunc,8746236286848370,2020-08-31 15:53 +0000,5417,314,0.057965664,15,1,49,14,170,2,63,0,0,0,0,0,0,0,0
justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis #id,72025022751296,2020-08-31 13:27 +0000,557,11,0.019748654,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0
semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere #sapien,4705453955691760,3,0.011494253,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,
montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis #sed,1594042754849290,2020-08-31 12:04 +0000,171,9,0.052631579,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0
quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed #at,4295605340479720,2020-08-31 11:35 +0000,292,6,0.020547945,0,1,3,0,0,0,2,0,0,0,0,0,0,61,0
cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel #proin,7882187291378460,2020-08-31 11:29 +0000,2111,213,0.100900047,0,3,28,18,5,0,36,0,0,0,0,0,0,123,123
quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras #pellentesque,1688506500180640,2020-08-31 09:29 +0000,935,22,0.023529412,0,1,10,0,0,3,4,0,0,0,0,0,0,154,4
ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et #elit,5407191123460650,2020-08-31 00:21 +0000,22,1,0.045454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae #nibh,799597712912060,2020-08-30 21:15 +0000,200,7,0.035,0,0,0,1,0,0,0,0,0,0,0,0,0,52,6
suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero #in,2114789218073650,2020-08-30 20:42 +0000,297,23,0.077441077,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam #turpis,7770530259575840,2020-08-30 20:39 +0000,186,3,0.016129032,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat #id,4720857139003460,2020-08-30 11:47 +0000,1234,30,0.024311183,0,2,10,3,1,4,5,0,0,0,0,0,0,202,5
cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit #justo,6261655765791070,2020-08-29 17:08 +0000,479,5,0.010438413,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque #vitae,5138453699702740,2020-08-29 14:22 +0000,1365,43,0.031501832,0,1,17,1,2,4,11,0,0,0,0,0,0,281,7
ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio #pede,5924251229450720,2020-08-29 00:24 +0000,91,1,0.010989011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia #in,8005749141578390,2020-08-28 23:00 +0000,815,14,0.017177914,0,1,3,3,0,3,4,0,0,0,0,0,0,0,0
rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate #ridiculus,3633782315301640,2020-08-28 18:48 +0000,422,12,0.028436019,0,1,4,0,0,0,7,0,0,0,0,0,0,0,0
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat #dolor,7626936932125720,2020-08-28 16:41 +0000,179,3,0.016759777,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet #primis,8848450490428020,4,0.010899183,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,
etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut #vestibulum,4046435725407400,2020-08-28 12:11 +0000,726,17,0.023415978,0,0,6,0,0,2,5,0,0,0,0,0,0,77,4
nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis #pede,7201787558648100,2020-08-28 12:09 +0000,740,26,0.035135135,0,1,6,0,0,0,15,0,0,0,0,0,0,139,4
pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis #augue,886023169494609,2020-08-28 00:09 +0000,504,7,0.013888889,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0
interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam #id,2803086656478930,2020-08-27 17:54 +0000,381,64,0.167979003,0,1,9,0,2,0,4,0,0,0,0,0,0,48,48
eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec #luctus,4315334827732930,2020-08-27 15:59 +0000,92,2,0.02173913,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in #non,4247582023988880,2020-08-27 15:36 +0000,159,2,0.012578616,0,0,2,0,0,0,0,0,0,0,0,0,0,69,0
at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer #odio,1069458790032050,2020-08-27 13:38 +0000,198,5,0.025252525,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis #dolor,3268733433189340,2020-08-27 13:33 +0000,197,2,0.010152284,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget #ipsum,4483455992177670,2020-08-27 12:29 +0000,2095,259,0.123627685,0,2,13,9,6,0,26,0,0,0,0,0,0,203,203
ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer #malesuada,4173928038691260,2020-08-27 10:16 +0000,1644,43,0.026155718,0,1,19,1,0,1,15,0,0,0,0,0,0,282,6
nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo #nulla,861354378272024,2020-08-27 00:02 +0000,525,7,0.013333333,0,0,2,0,0,0,4,0,0,0,0,0,0,167,1
in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus #amet,810397454184124,2020-08-27 00:01 +0000,402,5,0.012437811,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0
orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi #ut,3545100622060210,2020-08-26 23:52 +0000,367,2,0.005449591,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non #curabitur,4411328695146750,2020-08-26 23:49 +0000,527,4,0.007590133,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi #elementum,8511951933360450,2020-08-26 23:25 +0000,476,8,0.016806723,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0
ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi #nulla,9669793135387770,2020-08-26 23:24 +0000,579,4,0.006908463,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris #posuere,9721556209999000,2020-08-26 20:00 +0000,186,1,0.005376344,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0
enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum #turpis,2693040968444540,2020-08-26 19:51 +0000,257,7,0.027237354,0,1,2,1,0,0,3,0,0,0,0,0,0,0,0
erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel #et,5558099536017010,2020-08-26 18:40 +0000,592,6,0.010135135,0,1,3,0,2,0,0,0,0,0,0,0,0,69,0
sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium #est,5490034730621920,2020-08-26 12:15 +0000,207,9,0.043478261,0,2,2,0,0,0,4,0,0,0,0,0,0,59,1
nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo #consequat,3103467516561980,2020-08-26 10:37 +0000,718,20,0.027855153,0,0,4,4,1,0,11,0,0,0,0,0,0,111,0
purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus #tempor,8173184739820050,2020-08-26 03:39 +0000,1009,33,0.032705649,0,1,5,4,0,9,14,0,0,0,0,0,0,0,0
luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at #sed,5028806329878350,2020-08-26 01:36 +0000,91,9,0.098901099,0,0,2,1,0,0,5,0,0,0,0,0,0,16,1
hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate #quam,3057542422540530,2020-08-26 01:25 +0000,1812,185,0.10209713,0,1,12,5,5,5,17,0,0,0,0,0,0,140,140
donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum #sociis,7867427992972940,2020-08-25 18:18 +0000,743,33,0.044414536,0,0,9,0,3,0,13,0,0,0,0,0,0,112,8
curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in #aenean,5715129243307430,2020-08-25 17:09 +0000,1224,26,0.02124183,1,1,15,1,0,1,7,0,0,0,0,0,0,207,0
varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget #nascetur,256967299974897,2020-08-25 14:42 +0000,280,5,0.017857143,0,0,2,0,0,0,0,0,0,0,0,0,0,86,3
nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius #eget,6804690551239190,2020-08-25 14:41 +0000,271,9,0.033210332,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0
amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel #aliquam,8531636039180000,2020-08-25 13:31 +0000,269,1,0.003717472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris #elementum,9733768480150000,2020-08-25 13:20 +0000,166,4,0.024096386,0,1,1,1,0,0,1,0,0,0,0,0,0,37,0
non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu #et,8950881545894220,2020-08-24 23:09 +0000,2697,228,0.084538376,7,2,22,1,10,0,25,0,0,0,0,0,0,161,161
tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus #sed,6860435852497820,2020-08-24 22:29 +0000,1071,121,0.112978525,0,2,9,1,2,1,7,0,0,0,0,0,0,99,99
facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget #ultrices,6549237540185410,2020-08-24 18:23 +0000,1161,13,0.011197244,0,1,7,0,0,0,5,0,0,0,0,0,0,0,0
sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet #suscipit,5580767585237860,2020-08-24 18:15 +0000,561,2,0.003565062,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut #habitasse,4303131239937510,2020-08-24 14:27 +0000,1459,15,0.010281014,0,3,2,3,0,0,7,0,0,0,0,0,0,0,0
turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel #molestie,5222828133839270,2020-08-24 13:51 +0000,346,3,0.00867052,0,0,1,0,2,0,0,0,0,0,0,0,0,29,0
in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec #condimentum,1223265732620600,2020-08-24 13:51 +0000,706,24,0.033994334,2,2,3,0,1,0,11,0,0,0,0,0,0,5,5
duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies #hac,4641949438665630,2020-08-24 12:43 +0000,798,15,0.018796992,0,1,8,0,1,0,4,0,0,0,0,0,0,108,1
suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque #at,2541918595519620,2020-08-24 11:08 +0000,41,8,0.195121951,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis #tempor,763594653865281,2020-08-24 02:00 +0000,313,10,0.031948882,0,1,2,0,4,0,3,0,0,0,0,0,0,0,0
suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium #quis,742626085177322,2020-08-23 23:56 +0000,373,4,0.010723861,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis #cursus,5728164998307390,2020-08-23 23:42 +0000,1634,187,0.114443084,1,2,8,9,3,0,15,0,0,0,0,0,0,149,149
in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor #morbi,5086525736979540,2020-08-23 16:55 +0000,115,4,0.034782609,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus #dapibus,1563156234545350,2020-08-23 15:12 +0000,663,17,0.025641026,1,0,5,0,11,0,0,0,0,0,0,0,0,0,0
lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et #semper,2045784123979090,2020-08-23 14:49 +0000,364,14,0.038461538,0,1,2,1,0,0,9,0,0,0,0,0,0,69,1
dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut #ac,6368342384441780,2020-08-23 14:23 +0000,254,5,0.019685039,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0
aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor #vestibulum,5566492657832700,2020-08-23 14:19 +0000,407,1,0.002457002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo #mauris,2923323371829920,2020-08-22 00:29 +0000,1056,135,0.127840909,0,0,11,0,1,0,21,0,0,0,0,0,0,102,102
curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum #quis,7356186149470930,2020-08-21 23:43 +0000,2492,37,0.014847512,0,7,9,2,0,0,19,0,0,0,0,0,0,0,0
nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac #lobortis,8814501271307300,2020-08-21 10:24 +0000,226,3,0.013274336,0,0,1,0,0,0,0,0,0,0,0,0,0,52,2
adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et #adipiscing,7320296380996880,2020-08-21 02:18 +0000,96,4,0.041666667,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales #sed,3654853198826390,2020-08-21 02:18 +0000,97,3,0.030927835,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit #nisl,9174839111683860,2020-08-21 02:14 +0000,768,128,0.166666667,0,5,19,4,2,0,20,0,0,0,0,0,0,78,78
ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat #sapien,9163340634276290,2020-08-20 23:13 +0000,152,7,0.046052632,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0
quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede #posuere,1673236031921770,2020-08-20 20:45 +0000,263,37,0.140684411,0,0,6,0,0,0,6,0,0,0,0,0,0,25,25
sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero #semper,9520686801671460,2020-08-20 20:17 +0000,276,14,0.050724638,0,1,8,0,0,0,3,0,0,0,0,0,0,40,2
consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue #vitae,6377782113320330,2020-08-20 19:49 +0000,270,1,0.003703704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis #luctus,453192119874308,2020-08-20 13:54 +0000,1496,17,0.011363636,0,1,9,0,0,0,7,0,0,0,0,0,0,0,0
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed #lacus,4932642577006150,2020-08-20 13:27 +0000,202,1,0.004950495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue #primis,9776744833976440,2020-08-19 17:32 +0000,9743,317,0.03253618,0,26,137,44,3,0,74,0,0,0,0,0,0,1552,33
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit #integer,8398344895663180,2020-08-19 17:22 +0000,141,3,0.021276596,0,0,2,1,0,0,0,0,0,0,0,0,0,61,0
condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et #iaculis,6876302915274750,2020-08-19 14:49 +0000,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo #velit,8708341533540110,2020-08-19 14:48 +0000,224,2,0.008928571,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #consequat,3086869730284680,2020-08-19 14:41 +0000,753,1,0.001328021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis #donec,4998445854270730,2020-08-19 14:14 +0000,470,39,0.082978723,0,1,2,3,0,0,11,0,0,0,0,0,0,22,22
vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis #consectetuer,3898185176813610,2020-08-18 19:51 +0000,54,1,0.018518519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam #metus,7318277422014680,2020-08-18 19:33 +0000,1857,67,0.036079698,0,1,9,0,1,0,12,0,0,0,0,0,0,589,44
praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse #orci,434366700305948,2020-08-18 19:31 +0000,201,3,0.014925373,0,1,1,0,0,0,0,0,0,0,0,0,0,35,1
laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend #luctus,2827339854113280,2020-08-18 19:30 +0000,396,19,0.047979798,0,0,1,0,0,0,2,0,0,0,0,0,0,16,16
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel #turpis,7829948429176620,2020-08-18 14:17 +0000,196,4,0.020408163,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et #cras,3609159667399090,2020-08-18 14:16 +0000,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum #ante,5463710529620690,2020-08-18 00:18 +0000,100,9,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #eget,5118204989924790,2020-08-17 20:07 +0000,186,3,0.016129032,0,0,1,0,0,0,0,0,0,0,0,0,0,18,2
nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus #varius,1641061113520590,2020-08-17 19:06 +0000,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec #sit,2345457074350570,2020-08-17 18:19 +0000,479,9,0.018789144,0,0,1,0,0,0,4,0,0,0,0,0,0,4,4
bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa #purus,3878692177604530,2020-08-17 16:49 +0000,50,1,0.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat #nunc,8884412964223250,2020-08-17 15:10 +0000,1713,98,0.057209574,1,1,8,1,6,0,10,0,0,0,0,0,0,71,71
sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #sodales,4651461866944820,2020-08-17 14:23 +0000,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio #justo,1356108800947450,2020-08-17 14:21 +0000,918,14,0.015250545,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0
donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla #sit,3904604163792510,2020-08-17 13:53 +0000,692,13,0.018786127,0,1,4,1,5,0,2,0,0,0,0,0,0,0,0
amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus #ac,3372043884002430,2020-08-17 13:42 +0000,880,10,0.011363636,2,0,2,0,1,0,3,0,0,0,0,0,0,2,2
